Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Rights.permissionNote,Name.repository,Name.copyrightHolder,Rights.permission,Language,Name.donor,viewingHint,Text direction,Visibility,IIIF Range,Title.uniform,Title,Date.normalized,Alt ID.local,Format.extent,Relation.isPartOf,Date.creation,Alt ID.collection,Opac url,Bucketeer State,IIIF Access URL
La Gente de Aztlan Collection,ark:/21198/z11v761d,ark:/21198/zz002c3x43,,,Page,lagen/image/21198-zz002c3x43_2085054_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v761d
La Gente de Aztlan Collection,ark:/21198/z1224kth,ark:/21198/zz002c3mbv,,,Page,lagen/image/21198-zz002c3mbv_2076762_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224kth
La Gente de Aztlan Collection,ark:/21198/z12820nj,ark:/21198/zz002cqgch,,,Page,lagen/image/21198-zz002cqgch_2097098_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12820nj
La Gente de Aztlan Collection,ark:/21198/z12c0q3b,ark:/21198/zz002cmhtc,,,Page,lagen/image/21198-zz002cmhtc_2094850_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0q3b
La Gente de Aztlan Collection,ark:/21198/z12j83wz,ark:/21198/zz002ckbd9,,,Page,lagen/image/21198-zz002ckbd9_2091879_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j83wz
La Gente de Aztlan Collection,ark:/21198/z12r5hsh,ark:/21198/zz002cjfwj,,,Page,lagen/image/21198-zz002cjfwj_2090279_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5hsh
La Gente de Aztlan Collection,ark:/21198/z12v475s,ark:/21198/zz002c3qx3,,,Page,lagen/image/21198-zz002c3qx3_2083414_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v475s
La Gente de Aztlan Collection,ark:/21198/z1321n0r,ark:/21198/zz002c3m0p,,,Page,lagen/image/21198-zz002c3m0p_2076409_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321n0r
La Gente de Aztlan Collection,ark:/21198/z13791sc,ark:/21198/zz002cnh50,,,Page,lagen/image/21198-zz002cnh50_2096183_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13791sc
La Gente de Aztlan Collection,ark:/21198/z13b7r75,ark:/21198/zz002cm5ct,,,Page,lagen/image/21198-zz002cm5ct_2094488_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7r75
La Gente de Aztlan Collection,ark:/21198/z13j551r,ark:/21198/zz002ck207,,,Page,lagen/image/21198-zz002ck207_2091882_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j551r
La Gente de Aztlan Collection,ark:/21198/z13n3vhk,ark:/21198/zz002c3xqw,,,Page,lagen/image/21198-zz002c3xqw_2089969_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3vhk
La Gente de Aztlan Collection,ark:/21198/z13v188q,ark:/21198/zz002c3pdv,,,Page,lagen/image/21198-zz002c3pdv_2079042_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v188q
La Gente de Aztlan Collection,ark:/21198/z14762z6,ark:/21198/zz002cn377,,,Page,lagen/image/21198-zz002cn377_2096099_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14762z6
La Gente de Aztlan Collection,ark:/21198/z14b4sd0,ark:/21198/zz002ckx6d,,,Page,lagen/image/21198-zz002ckx6d_2093378_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4sd0
La Gente de Aztlan Collection,ark:/21198/z14j266k,ark:/21198/zz002cjrzx,,,Page,lagen/image/21198-zz002cjrzx_2091479_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j266k
La Gente de Aztlan Collection,ark:/21198/z14n0wnz,ark:/21198/zz002c3xfr,,,Page,lagen/image/21198-zz002c3xfr_2089411_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0wnz
La Gente de Aztlan Collection,ark:/21198/z14t89f0,ark:/21198/zz002c3n3q,,,Page,lagen/image/21198-zz002c3n3q_2077028_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t89f0
La Gente de Aztlan Collection,ark:/21198/z1515q8z,ark:/21198/zz002cqgm4,,,Page,lagen/image/21198-zz002cqgm4_2097563_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515q8z
La Gente de Aztlan Collection,ark:/21198/z157344f,ark:/21198/zz002cmw08,,,Page,lagen/image/21198-zz002cmw08_2094851_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz157344f
La Gente de Aztlan Collection,ark:/21198/z15b1thx,ark:/21198/zz002ckk4j,,,Page,lagen/image/21198-zz002ckk4j_2092975_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1thx
La Gente de Aztlan Collection,ark:/21198/z15h97bd,ark:/21198/zz002cjk85,,,Page,lagen/image/21198-zz002cjk85_2090281_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h97bd
La Gente de Aztlan Collection,ark:/21198/z15m7xrb,ark:/21198/zz002c3x22,,,Page,lagen/image/21198-zz002c3x22_2085053_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7xrb
La Gente de Aztlan Collection,ark:/21198/z15t5bkc,ark:/21198/zz002c3m8t,,,Page,lagen/image/21198-zz002c3m8t_2076932_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5bkc
La Gente de Aztlan Collection,ark:/21198/z1612rcw,ark:/21198/zz002cqgb0,,,Page,lagen/image/21198-zz002cqgb0_2097105_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612rcw
La Gente de Aztlan Collection,ark:/21198/z1641ftn,ark:/21198/zz002cmc9p,,,Page,lagen/image/21198-zz002cmc9p_2094852_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641ftn
La Gente de Aztlan Collection,ark:/21198/z1698vm9,ark:/21198/zz002ck8wk,,,Page,lagen/image/21198-zz002ck8wk_2091881_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698vm9
La Gente de Aztlan Collection,ark:/21198/z16d7k3x,ark:/21198/zz002cjf24,,,Page,lagen/image/21198-zz002cjf24_2090278_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7k3x
La Gente de Aztlan Collection,ark:/21198/z16m4zv8,ark:/21198/zz002c3qq0,,,Page,lagen/image/21198-zz002c3qq0_2083331_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4zv8
La Gente de Aztlan Collection,ark:/21198/z16q3p9f,ark:/21198/zz002c3kzp,,,Page,lagen/image/21198-zz002c3kzp_2076378_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3p9f
La Gente de Aztlan Collection,ark:/21198/z1709sj5,ark:/21198/zz002cnh4g,,,Page,lagen/image/21198-zz002cnh4g_2096256_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709sj5
La Gente de Aztlan Collection,ark:/21198/z1738h0b,ark:/21198/zz002cm5b9,,,Page,lagen/image/21198-zz002cm5b9_2094491_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738h0b
La Gente de Aztlan Collection,ark:/21198/z1795ws4,ark:/21198/zz002cjx0v,,,Page,lagen/image/21198-zz002cjx0v_2091474_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795ws4
La Gente de Aztlan Collection,ark:/21198/z17d4m79,ark:/21198/zz002c3xpc,,,Page,lagen/image/21198-zz002c3xpc_2089967_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4m79
La Gente de Aztlan Collection,ark:/21198/z17m211w,ark:/21198/zz002c3p4q,,,Page,lagen/image/21198-zz002c3p4q_2078499_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m211w
La Gente de Aztlan Collection,ark:/21198/z1806tq0,ark:/21198/zz002cn36q,,,Page,lagen/image/21198-zz002cn36q_2095718_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806tq0
La Gente de Aztlan Collection,ark:/21198/z1835j38,ark:/21198/zz002ckx5w,,,Page,lagen/image/21198-zz002ckx5w_2092974_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835j38
La Gente de Aztlan Collection,ark:/21198/z1892z0t,ark:/21198/zz002cjrxd,,,Page,lagen/image/21198-zz002cjrxd_2091478_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892z0t
La Gente de Aztlan Collection,ark:/21198/z18d1n9s,ark:/21198/zz002c3xd7,,,Page,lagen/image/21198-zz002c3xd7_2084997_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1n9s
La Gente de Aztlan Collection,ark:/21198/z18k925q,ark:/21198/zz002c3n05,,,Page,lagen/image/21198-zz002c3n05_2077191_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k925q
La Gente de Aztlan Collection,ark:/21198/z18s6fzh,ark:/21198/zz002cqgkm,,,Page,lagen/image/21198-zz002cqgkm_2097564_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6fzh
La Gente de Aztlan Collection,ark:/21198/z18w55f4,ark:/21198/zz002cmj1z,,,Page,lagen/image/21198-zz002cmj1z_2094853_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w55f4
La Gente de Aztlan Collection,ark:/21198/z1932k66,ark:/21198/zz002ckk31,,,Page,lagen/image/21198-zz002ckk31_2092976_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932k66
La Gente de Aztlan Collection,ark:/21198/z19618pd,ark:/21198/zz002cjk7n,,,Page,lagen/image/21198-zz002cjk7n_2090280_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19618pd
La Gente de Aztlan Collection,ark:/21198/z19c8pfm,ark:/21198/zz002c3rvj,,,Page,lagen/image/21198-zz002c3rvj_2083681_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8pfm
La Gente de Aztlan Collection,ark:/21198/z19g7cxt,ark:/21198/zz002c3m6s,,,Page,lagen/image/21198-zz002c3m6s_2076696_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7cxt
La Gente de Aztlan Collection,ark:/21198/z19s3h4r,ark:/21198/zz002cqg9g,,,Page,lagen/image/21198-zz002cqg9g_2097104_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3h4r
La Gente de Aztlan Collection,ark:/21198/z19w26kh,ark:/21198/zz002cmc85,,,Page,lagen/image/21198-zz002cmc85_2094490_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w26kh
La Gente de Aztlan Collection,ark:/21198/z1b29mcg,ark:/21198/zz002ck2k1,,,Page,lagen/image/21198-zz002ck2k1_2092348_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29mcg
La Gente de Aztlan Collection,ark:/21198/z1b589t7,ark:/21198/zz002c3xx0,,,Page,lagen/image/21198-zz002c3xx0_2089965_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b589t7
La Gente de Aztlan Collection,ark:/21198/z1bc5qk0,ark:/21198/zz002c3qjd,,,Page,lagen/image/21198-zz002c3qjd_2083261_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5qk0
La Gente de Aztlan Collection,ark:/21198/z1bg4f32,ark:/21198/zz002c3kx5,,,Page,lagen/image/21198-zz002c3kx5_2076338_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4f32
La Gente de Aztlan Collection,ark:/21198/z1bs0j84,ark:/21198/zz002cndb4,,,Page,lagen/image/21198-zz002cndb4_2096257_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0j84
La Gente de Aztlan Collection,ark:/21198/z1bv97pw,ark:/21198/zz002cm59s,,,Page,lagen/image/21198-zz002cm59s_2094492_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv97pw
La Gente de Aztlan Collection,ark:/21198/z1c26nkr,ark:/21198/zz002cjwzv,,,Page,lagen/image/21198-zz002cjwzv_2091476_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26nkr
La Gente de Aztlan Collection,ark:/21198/z1c55bwq,ark:/21198/zz002c3xnv,,,Page,lagen/image/21198-zz002c3xnv_2089968_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55bwq
La Gente de Aztlan Collection,ark:/21198/z1cc2rtq,ark:/21198/zz002c3p2p,,,Page,lagen/image/21198-zz002c3p2p_2077731_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2rtq
La Gente de Aztlan Collection,ark:/21198/z1cn8w13,ark:/21198/zz002cn356,,,Page,lagen/image/21198-zz002cn356_2095720_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8w13
La Gente de Aztlan Collection,ark:/21198/z1cv68st,ark:/21198/zz002ckx4c,,,Page,lagen/image/21198-zz002ckx4c_2092979_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv68st
La Gente de Aztlan Collection,ark:/21198/z1cz508f,ark:/21198/zz002cjrww,,,Page,lagen/image/21198-zz002cjrww_2091115_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz508f
La Gente de Aztlan Collection,ark:/21198/z1d52d02,ark:/21198/zz002c3xcq,,,Page,lagen/image/21198-zz002c3xcq_2085014_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52d02
La Gente de Aztlan Collection,ark:/21198/z1d813g8,ark:/21198/zz002c3mjz,,,Page,lagen/image/21198-zz002c3mjz_2076968_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d813g8
La Gente de Aztlan Collection,ark:/21198/z1dj76r4,ark:/21198/zz002cqgj3,,,Page,lagen/image/21198-zz002cqgj3_2097565_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj76r4
La Gente de Aztlan Collection,ark:/21198/z1dn5x41,ark:/21198/zz002cmj0f,,,Page,lagen/image/21198-zz002cmj0f_2094997_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5x41
La Gente de Aztlan Collection,ark:/21198/z1dv39zn,ark:/21198/zz002ckbmd,,,Page,lagen/image/21198-zz002ckbmd_2092977_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv39zn
La Gente de Aztlan Collection,ark:/21198/z1dz21f8,ark:/21198/zz002cjk64,,,Page,lagen/image/21198-zz002cjk64_2090282_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz21f8
La Gente de Aztlan Collection,ark:/21198/z1f49f6s,ark:/21198/zz002c3rpz,,,Page,lagen/image/21198-zz002c3rpz_2083684_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49f6s
La Gente de Aztlan Collection,ark:/21198/z1f784nj,ark:/21198/zz002c3m58,,,Page,lagen/image/21198-zz002c3m58_2076664_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f784nj
La Gente de Aztlan Collection,ark:/21198/z1fj47xz,ark:/21198/zz002cnrnm,,,Page,lagen/image/21198-zz002cnrnm_2097099_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj47xz
La Gente de Aztlan Collection,ark:/21198/z1fn2z7z,ark:/21198/zz002cmc7n,,,Page,lagen/image/21198-zz002cmc7n_2094489_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2z7z
La Gente de Aztlan Collection,ark:/21198/z1fv0c4w,ark:/21198/zz002ck2jh,,,Page,lagen/image/21198-zz002ck2jh_2092347_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0c4w
La Gente de Aztlan Collection,ark:/21198/z1fx92jn,ark:/21198/zz002c3xwg,,,Page,lagen/image/21198-zz002c3xwg_2089966_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx92jn
La Gente de Aztlan Collection,ark:/21198/z1g46gcm,ark:/21198/zz002c3qdb,,,Page,lagen/image/21198-zz002c3qdb_2083239_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46gcm
La Gente de Aztlan Collection,ark:/21198/z1g755sx,ark:/21198/zz002c3kwn,,,Page,lagen/image/21198-zz002c3kwn_2076314_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g755sx
La Gente de Aztlan Collection,ark:/21198/z1gf2kmk,ark:/21198/zz002cnd9m,,,Page,lagen/image/21198-zz002cnd9m_2095721_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2kmk
La Gente de Aztlan Collection,ark:/21198/z1gn00b8,ark:/21198/zz002cm588,,,Page,lagen/image/21198-zz002cm588_2094086_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn00b8
La Gente de Aztlan Collection,ark:/21198/z1gq8pv0,ark:/21198/zz002cjwxb,,,Page,lagen/image/21198-zz002cjwxb_2091477_master.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8pv0
